image_name,pci
"noisy_32351_[40.71460738981998, -89.41391374878748]_ 2023-10-18 19-06-46_34.46365_LD.jpg",61
"flipped_41918_[40.70471162519444, -89.46428033562357]_ 2023-10-20 16-43-24_55.82375_LD.jpg",61
"contrast_41918_[40.70471162519444, -89.46428033562357]_ 2023-10-20 16-43-24_55.82375_LD.jpg",61
"noisy_41918_[40.70471162519444, -89.46428033562357]_ 2023-10-20 16-43-24_55.82375_LD.jpg",61
"flipped_55530_(40.6968031666667, -89.4774026666667)_ 2023-10-20 17-51-13_26.31995_D.jpg",61
"contrast_55530_(40.6968031666667, -89.4774026666667)_ 2023-10-20 17-51-13_26.31995_D.jpg",61
"noisy_55530_(40.6968031666667, -89.4774026666667)_ 2023-10-20 17-51-13_26.31995_D.jpg",61
"flipped_33671_[40.71643175242913, -89.41887737910477]_ 2023-10-18 19-19-29_36.4154_LD.jpg",61
"contrast_33671_[40.71643175242913, -89.41887737910477]_ 2023-10-18 19-19-29_36.4154_LD.jpg",61
"noisy_33671_[40.71643175242913, -89.41887737910477]_ 2023-10-18 19-19-29_36.4154_LD.jpg",61
"flipped_32425_[40.71738608481272, -89.41532624265918]_ 2023-10-18 19-07-18_40.2745_LD.jpg",61
"contrast_32425_[40.71738608481272, -89.41532624265918]_ 2023-10-18 19-07-18_40.2745_LD.jpg",61
"noisy_32425_[40.71738608481272, -89.41532624265918]_ 2023-10-18 19-07-18_40.2745_LD.jpg",61
"flipped_60373_(40.7002568333333, -89.4598798333333)_ 2023-10-20 18-34-39_45.2843_D.jpg",61
"contrast_60373_(40.7002568333333, -89.4598798333333)_ 2023-10-20 18-34-39_45.2843_D.jpg",61
"noisy_60373_(40.7002568333333, -89.4598798333333)_ 2023-10-20 18-34-39_45.2843_D.jpg",61
"flipped_33357_[40.717703355563145, -89.41546655870962]_ 2023-10-18 19-15-43_39.08865_LD.jpg",61
"contrast_33357_[40.717703355563145, -89.41546655870962]_ 2023-10-18 19-15-43_39.08865_LD.jpg",61
"noisy_33357_[40.717703355563145, -89.41546655870962]_ 2023-10-18 19-15-43_39.08865_LD.jpg",61
"flipped_35553_[40.71259972407361, -89.42919913760367]_ 2023-10-18 19-38-20_20.5831_LD.jpg",61
"contrast_35553_[40.71259972407361, -89.42919913760367]_ 2023-10-18 19-38-20_20.5831_LD.jpg",61
"noisy_35553_[40.71259972407361, -89.42919913760367]_ 2023-10-18 19-38-20_20.5831_LD.jpg",61
"flipped_11702_(40.7251841666667, -89.4507241666667)_ 2023-10-18 20-42-13_27.56685_D.jpg",61
"contrast_11702_(40.7251841666667, -89.4507241666667)_ 2023-10-18 20-42-13_27.56685_D.jpg",61
"noisy_11702_(40.7251841666667, -89.4507241666667)_ 2023-10-18 20-42-13_27.56685_D.jpg",61
"flipped_1114_(40.7033973333333, -89.4055075)_ 2023-10-18 15-48-57_26.0369_D.jpg",61
"contrast_1114_(40.7033973333333, -89.4055075)_ 2023-10-18 15-48-57_26.0369_D.jpg",61
"noisy_1114_(40.7033973333333, -89.4055075)_ 2023-10-18 15-48-57_26.0369_D.jpg",61
"flipped_35341_(40.7107376666667, -89.4274063333333)_ 2023-10-18 19-36-02_30.06435_D.jpg",83
"contrast_35341_(40.7107376666667, -89.4274063333333)_ 2023-10-18 19-36-02_30.06435_D.jpg",83
"noisy_35341_(40.7107376666667, -89.4274063333333)_ 2023-10-18 19-36-02_30.06435_D.jpg",83
"flipped_49862_[40.72515591770686, -89.45033191420546]_ 2023-10-18 20-44-37_34.27125_LD.jpg",83
"contrast_49862_[40.72515591770686, -89.45033191420546]_ 2023-10-18 20-44-37_34.27125_LD.jpg",83
"noisy_49862_[40.72515591770686, -89.45033191420546]_ 2023-10-18 20-44-37_34.27125_LD.jpg",83
"flipped_46407_[40.70319076141894, -89.41703424137718]_ 2023-10-20 19-57-20_36.49495_LD.jpg",83
"contrast_46407_[40.70319076141894, -89.41703424137718]_ 2023-10-20 19-57-20_36.49495_LD.jpg",83
"noisy_46407_[40.70319076141894, -89.41703424137718]_ 2023-10-20 19-57-20_36.49495_LD.jpg",83
"flipped_32236_(40.7151603333333, -89.4142733333333)_ 2023-10-18 19-05-21_31.65905_D.jpg",83
"contrast_32236_(40.7151603333333, -89.4142733333333)_ 2023-10-18 19-05-21_31.65905_D.jpg",83
"noisy_32236_(40.7151603333333, -89.4142733333333)_ 2023-10-18 19-05-21_31.65905_D.jpg",83
"flipped_16687_[40.69670669632207, -89.47838710054681]_ 2023-10-20 17-34-09_34.91135_LD.jpg",83
"contrast_16687_[40.69670669632207, -89.47838710054681]_ 2023-10-20 17-34-09_34.91135_LD.jpg",83
"noisy_16687_[40.69670669632207, -89.47838710054681]_ 2023-10-20 17-34-09_34.91135_LD.jpg",83
"flipped_16451_[40.696701122876085, -89.47848692562367]_ 2023-10-20 17-31-20_34.93355_LD.jpg",83
"contrast_16451_[40.696701122876085, -89.47848692562367]_ 2023-10-20 17-31-20_34.93355_LD.jpg",83
"noisy_16451_[40.696701122876085, -89.47848692562367]_ 2023-10-20 17-31-20_34.93355_LD.jpg",83
"flipped_32328_(40.7141983333333, -89.412874)_ 2023-10-18 19-06-34_25.1119_D.jpg",83
"contrast_32328_(40.7141983333333, -89.412874)_ 2023-10-18 19-06-34_25.1119_D.jpg",83
"noisy_32328_(40.7141983333333, -89.412874)_ 2023-10-18 19-06-34_25.1119_D.jpg",83
"flipped_16702_[40.69678076210423, -89.4775373836792]_ 2023-10-20 17-34-17_31.57025_LD.jpg",83
"contrast_16702_[40.69678076210423, -89.4775373836792]_ 2023-10-20 17-34-17_31.57025_LD.jpg",83
"noisy_16702_[40.69678076210423, -89.4775373836792]_ 2023-10-20 17-34-17_31.57025_LD.jpg",83
"flipped_11713_[40.72515658986321, -89.45013155454035]_ 2023-10-18 20-42-19_35.14445_LD.jpg",83
"contrast_11713_[40.72515658986321, -89.45013155454035]_ 2023-10-18 20-42-19_35.14445_LD.jpg",83
"noisy_11713_[40.72515658986321, -89.45013155454035]_ 2023-10-18 20-42-19_35.14445_LD.jpg",83
"flipped_25178_[40.70335959105883, -89.40785688921582]_ 2023-10-20 20-40-45_45.51925_LD.jpg",83
"contrast_25178_[40.70335959105883, -89.40785688921582]_ 2023-10-20 20-40-45_45.51925_LD.jpg",83
"noisy_25178_[40.70335959105883, -89.40785688921582]_ 2023-10-20 20-40-45_45.51925_LD.jpg",83
"flipped_16667_(40.6965311666667, -89.4794643333333)_ 2023-10-20 17-34-00_35.65505_D.jpg",83
"contrast_16667_(40.6965311666667, -89.4794643333333)_ 2023-10-20 17-34-00_35.65505_D.jpg",83
"noisy_16667_(40.6965311666667, -89.4794643333333)_ 2023-10-20 17-34-00_35.65505_D.jpg",83
"flipped_41900_[40.70491875099602, -89.4633404843958]_ 2023-10-20 16-43-19_50.26635_LD.jpg",83
"contrast_41900_[40.70491875099602, -89.4633404843958]_ 2023-10-20 16-43-19_50.26635_LD.jpg",83
"noisy_41900_[40.70491875099602, -89.4633404843958]_ 2023-10-20 16-43-19_50.26635_LD.jpg",83
"flipped_20507_[40.70910074181524, -89.43508104711886]_ 2023-10-20 19-09-59_28.2495_LD.jpg",83
"contrast_20507_[40.70910074181524, -89.43508104711886]_ 2023-10-20 19-09-59_28.2495_LD.jpg",83
"noisy_20507_[40.70910074181524, -89.43508104711886]_ 2023-10-20 19-09-59_28.2495_LD.jpg",83
"flipped_9190_(40.7292791666667, -89.4384443333333)_ 2023-10-18 20-16-41_23.24525_D.jpg",83
"contrast_9190_(40.7292791666667, -89.4384443333333)_ 2023-10-18 20-16-41_23.24525_D.jpg",83
"noisy_9190_(40.7292791666667, -89.4384443333333)_ 2023-10-18 20-16-41_23.24525_D.jpg",83
"flipped_22029_[40.711831068212355, -89.41756024254649]_ 2023-10-20 19-25-38_30.3992_LD.jpg",83
"contrast_22029_[40.711831068212355, -89.41756024254649]_ 2023-10-20 19-25-38_30.3992_LD.jpg",83
"noisy_22029_[40.711831068212355, -89.41756024254649]_ 2023-10-20 19-25-38_30.3992_LD.jpg",83
"flipped_23260_(40.6993608333333, -89.4216023333333)_ 2023-10-20 20-22-33_55.3113_D.jpg",83
"contrast_23260_(40.6993608333333, -89.4216023333333)_ 2023-10-20 20-22-33_55.3113_D.jpg",83
"noisy_23260_(40.6993608333333, -89.4216023333333)_ 2023-10-20 20-22-33_55.3113_D.jpg",83
"flipped_16698_(40.6967998333333, -89.4777555)_ 2023-10-20 17-34-15_34.88545_D.jpg",83
"contrast_16698_(40.6967998333333, -89.4777555)_ 2023-10-20 17-34-15_34.88545_D.jpg",83
"noisy_16698_(40.6967998333333, -89.4777555)_ 2023-10-20 17-34-15_34.88545_D.jpg",83
"flipped_41739_(40.7063666666667, -89.4613226666667)_ 2023-10-20 16-41-31_36.30995_D.jpg",83
"contrast_41739_(40.7063666666667, -89.4613226666667)_ 2023-10-20 16-41-31_36.30995_D.jpg",83
"noisy_41739_(40.7063666666667, -89.4613226666667)_ 2023-10-20 16-41-31_36.30995_D.jpg",83
"flipped_16690_(40.696759, -89.4782188333333)_ 2023-10-20 17-34-11_35.40715_D.jpg",83
"contrast_16690_(40.696759, -89.4782188333333)_ 2023-10-20 17-34-11_35.40715_D.jpg",83
"noisy_16690_(40.696759, -89.4782188333333)_ 2023-10-20 17-34-11_35.40715_D.jpg",83
"flipped_31289_[40.72024108437286, -89.4081467473009]_ 2023-10-18 18-55-13_34.4211_LD.jpg",83
"contrast_31289_[40.72024108437286, -89.4081467473009]_ 2023-10-18 18-55-13_34.4211_LD.jpg",83
"noisy_31289_[40.72024108437286, -89.4081467473009]_ 2023-10-18 18-55-13_34.4211_LD.jpg",83
"flipped_25177_[40.70335826155086, -89.4079165699596]_ 2023-10-20 20-40-44_45.92625_LD.jpg",83
"contrast_25177_[40.70335826155086, -89.4079165699596]_ 2023-10-20 20-40-44_45.92625_LD.jpg",83
"noisy_25177_[40.70335826155086, -89.4079165699596]_ 2023-10-20 20-40-44_45.92625_LD.jpg",83
"flipped_55434_[40.696470196845084, -89.4798616845616]_ 2023-10-20 17-50-21_33.8587_LD.jpg",83
"contrast_55434_[40.696470196845084, -89.4798616845616]_ 2023-10-20 17-50-21_33.8587_LD.jpg",83
"noisy_55434_[40.696470196845084, -89.4798616845616]_ 2023-10-20 17-50-21_33.8587_LD.jpg",83
"flipped_55441_[40.69643432755716, -89.48025945153647]_ 2023-10-20 17-50-25_35.2462_LD.jpg",85
"contrast_55441_[40.69643432755716, -89.48025945153647]_ 2023-10-20 17-50-25_35.2462_LD.jpg",85
"noisy_55441_[40.69643432755716, -89.48025945153647]_ 2023-10-20 17-50-25_35.2462_LD.jpg",85
"flipped_49858_(40.7251815, -89.4505615)_ 2023-10-18 20-44-35_34.76335_D.jpg",85
"contrast_49858_(40.7251815, -89.4505615)_ 2023-10-18 20-44-35_34.76335_D.jpg",85
"noisy_49858_(40.7251815, -89.4505615)_ 2023-10-18 20-44-35_34.76335_D.jpg",85
"flipped_35553_(40.7126258333333, -89.4292075)_ 2023-10-18 19-38-20_20.5831_D.jpg",85
"contrast_35553_(40.7126258333333, -89.4292075)_ 2023-10-18 19-38-20_20.5831_D.jpg",85
"noisy_35553_(40.7126258333333, -89.4292075)_ 2023-10-18 19-38-20_20.5831_D.jpg",85
"flipped_16455_[40.69665290955905, -89.47870452670077]_ 2023-10-20 17-31-22_34.60425_LD.jpg",85
"contrast_16455_[40.69665290955905, -89.47870452670077]_ 2023-10-20 17-31-22_34.60425_LD.jpg",85
"noisy_16455_[40.69665290955905, -89.47870452670077]_ 2023-10-20 17-31-22_34.60425_LD.jpg",85
"flipped_25179_[40.703361599472565, -89.40779658664908]_ 2023-10-20 20-40-45_45.325_LD.jpg",85
"contrast_25179_[40.703361599472565, -89.40779658664908]_ 2023-10-20 20-40-45_45.325_LD.jpg",85
"noisy_25179_[40.703361599472565, -89.40779658664908]_ 2023-10-20 20-40-45_45.325_LD.jpg",85
"flipped_57287_(40.6946688333333, -89.4747876666667)_ 2023-10-20 18-09-23_40.3374_D.jpg",85
"contrast_57287_(40.6946688333333, -89.4747876666667)_ 2023-10-20 18-09-23_40.3374_D.jpg",85
"noisy_57287_(40.6946688333333, -89.4747876666667)_ 2023-10-20 18-09-23_40.3374_D.jpg",85
"flipped_34689_(40.7138448333333, -89.4319748333333)_ 2023-10-18 19-30-14_20.42955_D.jpg",85
"contrast_34689_(40.7138448333333, -89.4319748333333)_ 2023-10-18 19-30-14_20.42955_D.jpg",85
"noisy_34689_(40.7138448333333, -89.4319748333333)_ 2023-10-18 19-30-14_20.42955_D.jpg",85
"flipped_20468_[40.70904835299985, -89.43496333429148]_ 2023-10-20 19-09-25_25.15445_LD.jpg",85
"contrast_20468_[40.70904835299985, -89.43496333429148]_ 2023-10-20 19-09-25_25.15445_LD.jpg",85
"noisy_20468_[40.70904835299985, -89.43496333429148]_ 2023-10-20 19-09-25_25.15445_LD.jpg",85
"flipped_27843_[40.71006144682152, -89.39434293905501]_ 2023-10-18 17-33-48_19.11975_LD.jpg",85
"contrast_27843_[40.71006144682152, -89.39434293905501]_ 2023-10-18 17-33-48_19.11975_LD.jpg",85
"noisy_27843_[40.71006144682152, -89.39434293905501]_ 2023-10-18 17-33-48_19.11975_LD.jpg",85
"flipped_57290_[40.69467795322312, -89.47463465224483]_ 2023-10-20 18-09-24_37.6512_LD.jpg",85
"contrast_57290_[40.69467795322312, -89.47463465224483]_ 2023-10-20 18-09-24_37.6512_LD.jpg",85
"noisy_57290_[40.69467795322312, -89.47463465224483]_ 2023-10-20 18-09-24_37.6512_LD.jpg",85
"flipped_16642_[40.69636996269123, -89.48076942803748]_ 2023-10-20 17-33-49_29.9774_LD.jpg",85
"contrast_16642_[40.69636996269123, -89.48076942803748]_ 2023-10-20 17-33-49_29.9774_LD.jpg",85
"noisy_16642_[40.69636996269123, -89.48076942803748]_ 2023-10-20 17-33-49_29.9774_LD.jpg",85
"flipped_32229_(40.715435, -89.4143311666667)_ 2023-10-18 19-05-17_17.5713_D.jpg",85
"contrast_32229_(40.715435, -89.4143311666667)_ 2023-10-18 19-05-17_17.5713_D.jpg",85
"noisy_32229_(40.715435, -89.4143311666667)_ 2023-10-18 19-05-17_17.5713_D.jpg",85
"flipped_57294_[40.69473257129426, -89.47444463053885]_ 2023-10-20 18-09-26_24.8677_LD.jpg",85
"contrast_57294_[40.69473257129426, -89.47444463053885]_ 2023-10-20 18-09-26_24.8677_LD.jpg",85
"noisy_57294_[40.69473257129426, -89.47444463053885]_ 2023-10-20 18-09-26_24.8677_LD.jpg",85
"flipped_41916_(40.7047461666667, -89.464172)_ 2023-10-20 16-43-24_56.2067_D.jpg",85
"contrast_41916_(40.7047461666667, -89.464172)_ 2023-10-20 16-43-24_56.2067_D.jpg",85
"noisy_41916_(40.7047461666667, -89.464172)_ 2023-10-20 16-43-24_56.2067_D.jpg",85
"flipped_16641_(40.6963945, -89.4808203333333)_ 2023-10-20 17-33-48_29.5334_D.jpg",85
"contrast_16641_(40.6963945, -89.4808203333333)_ 2023-10-20 17-33-48_29.5334_D.jpg",85
"noisy_16641_(40.6963945, -89.4808203333333)_ 2023-10-20 17-33-48_29.5334_D.jpg",85
"flipped_32334_(40.7142423333333, -89.4131753333333)_ 2023-10-18 19-06-37_30.2549_D.jpg",85
"contrast_32334_(40.7142423333333, -89.4131753333333)_ 2023-10-18 19-06-37_30.2549_D.jpg",85
"noisy_32334_(40.7142423333333, -89.4131753333333)_ 2023-10-18 19-06-37_30.2549_D.jpg",85
"flipped_41755_(40.7058853333333, -89.4619238333333)_ 2023-10-20 16-41-37_50.73625_D.jpg",85
"contrast_41755_(40.7058853333333, -89.4619238333333)_ 2023-10-20 16-41-37_50.73625_D.jpg",85
"noisy_41755_(40.7058853333333, -89.4619238333333)_ 2023-10-20 16-41-37_50.73625_D.jpg",85
"flipped_49863_[40.72515541869342, -89.45027641290598]_ 2023-10-18 20-44-37_33.7921_LD.jpg",85
"contrast_49863_[40.72515541869342, -89.45027641290598]_ 2023-10-18 20-44-37_33.7921_LD.jpg",85
"noisy_49863_[40.72515541869342, -89.45027641290598]_ 2023-10-18 20-44-37_33.7921_LD.jpg",85
"flipped_16667_[40.69650418692763, -89.47945946334427]_ 2023-10-20 17-34-00_35.65505_LD.jpg",85
"contrast_16667_[40.69650418692763, -89.47945946334427]_ 2023-10-20 17-34-00_35.65505_LD.jpg",85
"noisy_16667_[40.69650418692763, -89.47945946334427]_ 2023-10-20 17-34-00_35.65505_LD.jpg",85
"flipped_57293_[40.694718206017434, -89.47449257127207]_ 2023-10-20 18-09-25_28.5048_LD.jpg",85
"contrast_57293_[40.694718206017434, -89.47449257127207]_ 2023-10-20 18-09-25_28.5048_LD.jpg",85
"noisy_57293_[40.694718206017434, -89.47449257127207]_ 2023-10-20 18-09-25_28.5048_LD.jpg",85
"flipped_46394_[40.70316925902248, -89.417703166886]_ 2023-10-20 19-57-15_41.52695_LD.jpg",85
"contrast_46394_[40.70316925902248, -89.417703166886]_ 2023-10-20 19-57-15_41.52695_LD.jpg",85
"noisy_46394_[40.70316925902248, -89.417703166886]_ 2023-10-20 19-57-15_41.52695_LD.jpg",85
"flipped_16475_(40.6965046666667, -89.47977)_ 2023-10-20 17-31-32_33.855_D.jpg",85
"contrast_16475_(40.6965046666667, -89.47977)_ 2023-10-20 17-31-32_33.855_D.jpg",85
"noisy_16475_(40.6965046666667, -89.47977)_ 2023-10-20 17-31-32_33.855_D.jpg",85
"flipped_32272_(40.7142151666667, -89.4129965)_ 2023-10-18 19-05-41_26.54565_D.jpg",72
"contrast_32272_(40.7142151666667, -89.4129965)_ 2023-10-18 19-05-41_26.54565_D.jpg",72
"noisy_32272_(40.7142151666667, -89.4129965)_ 2023-10-18 19-05-41_26.54565_D.jpg",72
"flipped_27719_(40.7115136666667, -89.3965873333333)_ 2023-10-18 17-32-17_25.2562_D.jpg",72
"contrast_27719_(40.7115136666667, -89.3965873333333)_ 2023-10-18 17-32-17_25.2562_D.jpg",72
"noisy_27719_(40.7115136666667, -89.3965873333333)_ 2023-10-18 17-32-17_25.2562_D.jpg",72
"flipped_13189_(40.6993385, -89.4438776666667)_ 2023-10-20 16-23-45_11.34975_D.jpg",72
"contrast_13189_(40.6993385, -89.4438776666667)_ 2023-10-20 16-23-45_11.34975_D.jpg",72
"noisy_13189_(40.6993385, -89.4438776666667)_ 2023-10-20 16-23-45_11.34975_D.jpg",72
"flipped_20698_[40.70769521430218, -89.43225449959328]_ 2023-10-20 19-12-26_31.6757_LD.jpg",72
"contrast_20698_[40.70769521430218, -89.43225449959328]_ 2023-10-20 19-12-26_31.6757_LD.jpg",72
"noisy_20698_[40.70769521430218, -89.43225449959328]_ 2023-10-20 19-12-26_31.6757_LD.jpg",72
"flipped_27693_(40.7106871666667, -89.3965055)_ 2023-10-18 17-32-02_30.3178_D.jpg",72
"contrast_27693_(40.7106871666667, -89.3965055)_ 2023-10-18 17-32-02_30.3178_D.jpg",72
"noisy_27693_(40.7106871666667, -89.3965055)_ 2023-10-18 17-32-02_30.3178_D.jpg",72
"flipped_59872_[40.70067746735283, -89.46088126662691]_ 2023-10-20 18-28-05_51.64275_LD.jpg",72
"contrast_59872_[40.70067746735283, -89.46088126662691]_ 2023-10-20 18-28-05_51.64275_LD.jpg",72
"noisy_59872_[40.70067746735283, -89.46088126662691]_ 2023-10-20 18-28-05_51.64275_LD.jpg",72
"flipped_13142_(40.6993613333333, -89.4439116666667)_ 2023-10-20 16-23-14_26.74915_D.jpg",72
"contrast_13142_(40.6993613333333, -89.4439116666667)_ 2023-10-20 16-23-14_26.74915_D.jpg",72
"noisy_13142_(40.6993613333333, -89.4439116666667)_ 2023-10-20 16-23-14_26.74915_D.jpg",72
"flipped_40394_(40.7144308333333, -89.4380805)_ 2023-10-20 15-30-36_11.05745_D.jpg",72
"contrast_40394_(40.7144308333333, -89.4380805)_ 2023-10-20 15-30-36_11.05745_D.jpg",72
"noisy_40394_(40.7144308333333, -89.4380805)_ 2023-10-20 15-30-36_11.05745_D.jpg",72
"flipped_22027_[40.711751518507896, -89.4175569542164]_ 2023-10-20 19-25-37_31.3945_LD.jpg",72
"contrast_22027_[40.711751518507896, -89.4175569542164]_ 2023-10-20 19-25-37_31.3945_LD.jpg",72
"noisy_22027_[40.711751518507896, -89.4175569542164]_ 2023-10-20 19-25-37_31.3945_LD.jpg",72
"flipped_57296_(40.6947835, -89.4743583333333)_ 2023-10-20 18-09-28_14.45405_D.jpg",72
"contrast_57296_(40.6947835, -89.4743583333333)_ 2023-10-20 18-09-28_14.45405_D.jpg",72
"noisy_57296_(40.6947835, -89.4743583333333)_ 2023-10-20 18-09-28_14.45405_D.jpg",72
"flipped_27780_[40.71091713362741, -89.39666770298636]_ 2023-10-18 17-33-08_32.7709_LD.jpg",72
"contrast_27780_[40.71091713362741, -89.39666770298636]_ 2023-10-18 17-33-08_32.7709_LD.jpg",72
"noisy_27780_[40.71091713362741, -89.39666770298636]_ 2023-10-18 17-33-08_32.7709_LD.jpg",72
"flipped_7484_[40.704482789286885, -89.39350044989243]_ 2023-10-18 17-43-39_34.1806_LD.jpg",72
"contrast_7484_[40.704482789286885, -89.39350044989243]_ 2023-10-18 17-43-39_34.1806_LD.jpg",72
"noisy_7484_[40.704482789286885, -89.39350044989243]_ 2023-10-18 17-43-39_34.1806_LD.jpg",72
"flipped_27191_[40.70922992943791, -89.40443613933023]_ 2023-10-18 17-26-17_28.97285_LD.jpg",72
"contrast_27191_[40.70922992943791, -89.40443613933023]_ 2023-10-18 17-26-17_28.97285_LD.jpg",72
"noisy_27191_[40.70922992943791, -89.40443613933023]_ 2023-10-18 17-26-17_28.97285_LD.jpg",72
"flipped_60392_(40.7009965, -89.4601535)_ 2023-10-20 18-34-50_15.13485_D.jpg",72
"contrast_60392_(40.7009965, -89.4601535)_ 2023-10-20 18-34-50_15.13485_D.jpg",72
"noisy_60392_(40.7009965, -89.4601535)_ 2023-10-20 18-34-50_15.13485_D.jpg",72
"flipped_41884_(40.705212, -89.4626061666666)_ 2023-10-20 16-43-11_13.8676_D.jpg",72
"contrast_41884_(40.705212, -89.4626061666666)_ 2023-10-20 16-43-11_13.8676_D.jpg",72
"noisy_41884_(40.705212, -89.4626061666666)_ 2023-10-20 16-43-11_13.8676_D.jpg",72
"flipped_5939_[40.70353242579561, -89.39865799585283]_ 2023-10-18 16-42-12_24.7308_LD.jpg",72
"contrast_5939_[40.70353242579561, -89.39865799585283]_ 2023-10-18 16-42-12_24.7308_LD.jpg",72
"noisy_5939_[40.70353242579561, -89.39865799585283]_ 2023-10-18 16-42-12_24.7308_LD.jpg",72
"flipped_55395_(40.696824, -89.4778611666667)_ 2023-10-20 17-50-02_32.02905_D.jpg",72
"contrast_55395_(40.696824, -89.4778611666667)_ 2023-10-20 17-50-02_32.02905_D.jpg",72
"noisy_55395_(40.696824, -89.4778611666667)_ 2023-10-20 17-50-02_32.02905_D.jpg",72
"flipped_39741_[40.7134540861968, -89.44722917364518]_ 2023-10-20 15-23-16_34.15285_LD.jpg",72
"contrast_39741_[40.7134540861968, -89.44722917364518]_ 2023-10-20 15-23-16_34.15285_LD.jpg",72
"noisy_39741_[40.7134540861968, -89.44722917364518]_ 2023-10-20 15-23-16_34.15285_LD.jpg",72
"flipped_39739_(40.7134831666667, -89.4471181666667)_ 2023-10-20 15-23-15_33.24265_D.jpg",72
"contrast_39739_(40.7134831666667, -89.4471181666667)_ 2023-10-20 15-23-15_33.24265_D.jpg",72
"noisy_39739_(40.7134831666667, -89.4471181666667)_ 2023-10-20 15-23-15_33.24265_D.jpg",72
"flipped_39743_[40.713452919419446, -89.44734334974282]_ 2023-10-20 15-23-17_35.23325_LD.jpg",72
"contrast_39743_[40.713452919419446, -89.44734334974282]_ 2023-10-20 15-23-17_35.23325_LD.jpg",72
"noisy_39743_[40.713452919419446, -89.44734334974282]_ 2023-10-20 15-23-17_35.23325_LD.jpg",72
"flipped_26493_(40.7092148333333, -89.403705)_ 2023-10-18 17-17-09_38.20805_D.jpg",72
"contrast_26493_(40.7092148333333, -89.403705)_ 2023-10-18 17-17-09_38.20805_D.jpg",72
"noisy_26493_(40.7092148333333, -89.403705)_ 2023-10-18 17-17-09_38.20805_D.jpg",72
"flipped_6475_(40.7031491666667, -89.4016251666667)_ 2023-10-18 16-52-54_11.5662_D.jpg",29
"contrast_6475_(40.7031491666667, -89.4016251666667)_ 2023-10-18 16-52-54_11.5662_D.jpg",29
"noisy_6475_(40.7031491666667, -89.4016251666667)_ 2023-10-18 16-52-54_11.5662_D.jpg",29
"flipped_6483_(40.703171, -89.4012311666667)_ 2023-10-18 16-53-05_6.3973_D.jpg",29
"contrast_6483_(40.703171, -89.4012311666667)_ 2023-10-18 16-53-05_6.3973_D.jpg",29
"noisy_6483_(40.703171, -89.4012311666667)_ 2023-10-18 16-53-05_6.3973_D.jpg",29
"flipped_59096_[40.685285435626376, -89.46342380551224]_ 2023-10-20 18-21-24_28.046_LD.jpg",29
"contrast_59096_[40.685285435626376, -89.46342380551224]_ 2023-10-20 18-21-24_28.046_LD.jpg",29
"noisy_59096_[40.685285435626376, -89.46342380551224]_ 2023-10-20 18-21-24_28.046_LD.jpg",29
"flipped_6048_(40.7028616666667, -89.3990635)_ 2023-10-18 16-44-07_16.8794_D.jpg",29
"contrast_6048_(40.7028616666667, -89.3990635)_ 2023-10-18 16-44-07_16.8794_D.jpg",29
"noisy_6048_(40.7028616666667, -89.3990635)_ 2023-10-18 16-44-07_16.8794_D.jpg",29
"flipped_54377_[40.71526876865168, -89.48385525189701]_ 2023-10-20 17-41-54_26.3107_LD.jpg",29
"contrast_54377_[40.71526876865168, -89.48385525189701]_ 2023-10-20 17-41-54_26.3107_LD.jpg",29
"noisy_54377_[40.71526876865168, -89.48385525189701]_ 2023-10-20 17-41-54_26.3107_LD.jpg",29
"flipped_25785_[40.692032101004834, -89.40680258142831]_ 2023-10-20 20-45-44_52.2773_LD.jpg",29
"contrast_25785_[40.692032101004834, -89.40680258142831]_ 2023-10-20 20-45-44_52.2773_LD.jpg",29
"noisy_25785_[40.692032101004834, -89.40680258142831]_ 2023-10-20 20-45-44_52.2773_LD.jpg",29
"flipped_14302_[40.7029410413103, -89.45688664398295]_ 2023-10-20 16-35-54_45.0734_LD.jpg",29
"contrast_14302_[40.7029410413103, -89.45688664398295]_ 2023-10-20 16-35-54_45.0734_LD.jpg",29
"noisy_14302_[40.7029410413103, -89.45688664398295]_ 2023-10-20 16-35-54_45.0734_LD.jpg",29
"flipped_41713_[40.70707102138675, -89.46035855756975]_ 2023-10-20 16-40-53_38.776_LD.jpg",29
"contrast_41713_[40.70707102138675, -89.46035855756975]_ 2023-10-20 16-40-53_38.776_LD.jpg",29
"noisy_41713_[40.70707102138675, -89.46035855756975]_ 2023-10-20 16-40-53_38.776_LD.jpg",29
"flipped_8490_(40.7016725, -89.406902)_ 2023-10-18 18-04-38_16.7536_D.jpg",29
"contrast_8490_(40.7016725, -89.406902)_ 2023-10-18 18-04-38_16.7536_D.jpg",29
"noisy_8490_(40.7016725, -89.406902)_ 2023-10-18 18-04-38_16.7536_D.jpg",29
"flipped_58965_(40.6873048333333, -89.464505)_ 2023-10-20 18-20-13_51.10995_D.jpg",29
"contrast_58965_(40.6873048333333, -89.464505)_ 2023-10-20 18-20-13_51.10995_D.jpg",29
"noisy_58965_(40.6873048333333, -89.464505)_ 2023-10-20 18-20-13_51.10995_D.jpg",29
"flipped_14301_(40.7029911666667, -89.4568515)_ 2023-10-20 16-35-54_44.12435_D.jpg",29
"contrast_14301_(40.7029911666667, -89.4568515)_ 2023-10-20 16-35-54_44.12435_D.jpg",29
